0,1,-1.0166309374228304,False,0,,,
0,2,0.004531580954790115,False,5,,,
2,1,-0.39441412687301636,True,6,,,
0,3,-1.1607577800750732,False,8,0,,
3,2,0.870664119720459,False,9,,0,
3,4,0.09222620725631714,True,14,,0,
4,2,-0.6295907497406006,True,15,,,
0,3,-1.407311276419102,True,33,1,,
0,3,-2.014422982931137,True,35,2,,
4,1,-0.3194978743451635,True,49,,,
3,1,1.637904452151207,True,466,,2,
0,5,1,True,6041,0,,
5,3,-1.1607577800750732,True,6042,0,0,
5,4,-0.3923060456340486,True,7122,,0,
