0,1,-0.2241235869780367,False,0,,,
0,2,0.7166891098022461,True,18,0,,
2,1,1.01670241355896,True,19,,0,
0,2,1.5256161472279908,False,22,1,,
0,3,0.43513810634613037,False,23,0,,
3,2,-0.1670912647168754,True,24,1,0,
0,4,0.42375996708869934,True,65,0,,
4,3,-1.1143794357776642,True,66,0,,
4,2,-0.14774074639900858,True,104,2,,
2,1,-0.06736216255057159,False,260,,1,
3,2,-0.33181294908609993,True,649,3,0,
2,1,-0.9187316151199154,True,873,,2,
2,5,2.26822030544281,True,3773,0,1,
5,1,0.535668221036312,True,3774,,0,
