0,1,-0.8773656981840914,False,0,,,
0,2,1,False,5,,,
2,1,-0.8773656981840914,False,6,,,
0,3,1,False,8,0,,
3,2,1,False,9,,0,
3,4,1,False,14,,0,
4,2,1,True,15,,,
0,3,-0.1887962975334514,True,33,1,,
0,3,0.7551541195566231,True,35,2,,
3,5,1,True,384,,0,
5,4,1,True,385,,,
2,6,1,True,927,0,,
6,1,-0.8773656981840914,False,928,,,
0,7,1,True,1718,,,
7,3,1,True,1719,0,,
3,6,0.2842420151917562,True,2495,1,1,
5,2,0.7196438709235118,True,2666,,,
6,8,1,True,7071,0,,
8,1,-0.8773656981840914,True,7072,,,
6,8,-0.5069974611152306,True,11840,1,,
