0,1,0.8652993738651276,False,0,,,
0,2,2.386190742254257,False,5,,,
2,1,-1.4852901968017402,True,6,,,
0,3,-4.6572383642196655,False,8,0,,
3,2,-0.4950413629412651,True,9,,0,
0,4,1.32767054438591,True,230,0,,
4,3,-3.727498948574066,True,231,0,0,
0,4,3.222342282687467,False,254,1,,
4,2,1.4250844591410219,False,718,,1,
4,5,-0.9177181124687195,True,907,,1,
5,2,0.40741777654004685,True,908,,,
0,4,-0.044238684302681186,True,1409,2,,
0,6,1.0251724291592836,True,10950,0,,
6,4,2.115403771554273,True,10951,1,0,
