0,1,-0.8213820355788057,False,0,,,
0,2,-1.3011113405227661,True,18,0,,
2,1,-0.9996452629566193,True,19,,0,
0,2,-0.027108452610266065,False,22,1,,
0,3,-0.34252795577049255,False,23,0,,
3,2,0.049340457328069354,True,24,1,0,
0,4,3.3853485584259033,False,65,0,,
4,3,-0.6712536215782166,True,66,0,,
4,2,-0.03324558820351298,True,104,2,,
2,1,0.14531540564667877,False,260,,1,
2,5,0.954886082559824,True,1190,0,1,
5,1,-0.010486635645511777,True,1191,,0,
0,6,1.6770555973052979,True,2517,0,,
6,4,0.6245912313461304,True,2518,0,,
6,3,-0.10530914865595475,True,3688,1,,
