0,1,-0.8773656981840914,False,0,,,
0,2,1,False,18,0,,
2,1,-0.8773656981840914,True,19,,0,
0,2,-0.48582424908090815,False,22,1,,
0,3,1,False,23,0,,
3,2,-0.48582424908090815,True,24,1,0,
0,4,1,True,59,0,,
4,2,1,True,60,0,0,
4,1,-0.9926351329401777,False,97,,0,
0,3,-0.5767000647243181,False,183,1,,
0,5,1,True,475,,,
5,3,-0.5767000647243181,True,476,1,,
0,6,1,True,776,0,,
6,3,1,True,777,0,0,
4,7,1,True,800,0,0,
7,1,-0.9926351329401777,True,801,,0,
4,2,-0.1539921642554556,False,1028,2,0,
4,8,1,True,3362,0,0,
8,2,-0.1539921642554556,True,3363,2,,
5,8,0.39771676954337964,True,4822,1,,
8,2,0.8772222161938694,True,6628,3,,
