0,1,0.029489765797537038,False,0,,,
0,2,-3.5172499418258667,False,5,,,
2,1,2.1588391167267975,False,6,,,
0,3,2.866028120275587,False,8,0,,
3,2,2.5394672825932503,False,9,,0,
3,4,1.5773509740829468,False,14,,0,
4,2,0.9985211193561554,True,15,,,
0,3,-1.2159803666900981,True,33,1,,
0,3,1.9885040521621704,True,35,2,,
3,5,-0.7225106358528137,True,384,,0,
5,4,-0.01636265218257904,True,385,,,
2,6,1.9444037601351738,True,927,0,,
6,1,3.4308322769746002,True,928,,,
0,7,0.1825171262025833,True,1718,,,
7,3,0.8647712469100952,True,1719,0,,
