0,1,-1.557424684132654,False,0,,,
0,2,0.9075504541397095,False,5,,,
2,1,-1.781792402267456,True,6,,,
0,3,3.629525363445282,False,8,0,,
3,2,2.665018081665039,False,9,,0,
3,4,-1.1606379598379135,True,14,,0,
4,2,-0.11365634202957153,False,15,,,
0,3,1.278189778327942,False,33,1,,
0,5,-0.32150188088417053,False,153,,,
5,3,-0.8225529491901398,True,154,1,,
0,6,0.29625142365694046,True,961,0,,
6,3,0.019330576062202454,True,962,0,0,
0,7,2.514927864074707,True,9854,,,
7,5,0.07389044389128685,True,9855,,,
4,8,3.2269551753997803,True,10486,0,,
8,2,0.06131267547607422,True,10487,,,
