0,1,-0.8755228673786752,False,1,,,
0,2,0.6070108711719513,False,108,0,,
2,1,-1.4286784386009805,False,109,,,
0,3,0.05332833528518677,False,416,,,
3,2,-0.6076050996780396,False,417,0,,
3,4,0.11394906044006348,True,479,,,
4,2,0.1822894811630249,True,480,0,,
0,5,1.8506444692611694,True,714,0,,
5,3,0.44700193405151367,True,715,,0,
3,2,-1.4727908451081166,False,1038,1,,
3,6,1.844042956829071,True,2036,0,,
6,2,0.3037323985277762,True,2037,1,0,
2,7,1,True,5249,,,
7,1,-1.4286784386009805,True,5250,,,
