0,1,-1.43441670116337,False,0,,,
0,2,1.3725602626800537,False,38,,,
2,1,-0.34711651977451496,False,39,,,
2,3,0.12285256385803223,False,134,0,,
3,1,0.1810271143913269,False,135,,,
0,4,1,True,1288,0,,
4,2,1.3725602626800537,True,1289,,0,
3,5,1,True,1683,0,,
5,1,0.1810271143913269,False,1684,,,
5,6,1,False,1944,0,,
6,1,0.1810271143913269,True,1945,,0,
2,7,1,False,2051,0,,
7,3,0.12285256385803223,True,2052,0,0,
2,8,1,True,2844,0,,
8,7,1,True,2845,0,0,
5,9,1,True,5776,,,
9,6,1,True,5777,0,,
