627,-1.0,"[3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",-0.9679999999999985,"[-1.0, -1.0, -0.9849999999999993, -0.9849999999999993, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.9839999999999985, -0.982999999999999, -0.982999999999999, -0.9679999999999995, -0.9679999999999995, -0.9679999999999995, -0.9679999999999985, -0.9679999999999985, -0.9679999999999985, -0.9679999999999985]",4.199705077879927
2504,-1.0,"[7.0, 4.666666507720947, 4.666666507720947, 4.666666507720947, 4.666666507720947, 4.666666507720947, 3.3333334922790527, 3.3333334922790527, 3.3333334922790527, 2.8333334922790527]",-0.133,"[-0.6890000000000001, -0.6890000000000001, -0.6890000000000001, -0.6890000000000001, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.689, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6879999999999995, -0.6799999999999984, -0.6799999999999977, -0.6799999999999977, -0.6799999999999977, -0.133]",0.18060939763202333
9196,-1.0,"[4.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.6666665077209473, 0.6666665077209473, 0.6666665077209473]",-0.9669999999999978,"[-1.0, -1.0, -0.9999999999999997, -0.9999999999999997, -0.9999999999999962, -0.9999999999999962, -0.9899999999999984, -0.9899999999999984, -0.9899999999999984, -0.9899999999999984, -0.9899999999999984, -0.9899999999999984, -0.977999999999998, -0.977999999999998, -0.977999999999998, -0.977999999999998, -0.977999999999998, -0.977999999999998, -0.9769999999999995, -0.9769999999999995, -0.9769999999999995, -0.9769999999999995, -0.9769999999999995, -0.9769999999999995, -0.9769999999999995, -0.9709999999999993, -0.9709999999999993, -0.9709999999999993, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978, -0.9669999999999978]",3.473768074496991
9257,-1.0,"[6.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.3333330154418945, 2.3333330154418945, 2.3333330154418945]",-0.21600000000000014,"[-0.9939999999999971, -0.9869999999999969, -0.666999999999999, -0.666999999999999, -0.666999999999999, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.2580000000000002, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014, -0.21600000000000014]",0.19507863383883906
8274,-1.0,"[3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.9409999999999987,"[-1.0, -1.0, -0.9999999999999992, -0.9999999999999992, -0.994999999999999, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9539999999999986, -0.9409999999999987]",3.912023005428146
85,-1.0,"[3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0]",-0.9319999999999963,"[-1.0, -1.0, -0.9719999999999992, -0.9719999999999992, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.9709999999999991, -0.969999999999999, -0.969999999999999, -0.969999999999999, -0.969999999999999, -0.969999999999999, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963, -0.9319999999999963]",6.907755278982137
4864,-1.0,"[5.0, 3.0, 2.0, 2.0, 2.0, 1.0, 0.33333301544189453, 1.0, 1.0, 1.0]",-0.4120000000000001,"[-0.897, -0.897, -0.897, -0.897, -0.8010000000000003, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.7599999999999999, -0.722, -0.722, -0.722, -0.722, -0.722, -0.722, -0.7139999999999999, -0.7139999999999999, -0.7139999999999999, -0.7139999999999999, -0.7139999999999999, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001, -0.4120000000000001]",0.4898068694425448
5553,-1.0,"[3.0, -0.5, -0.5, -0.5, 1.5, 1.5, 0.5, 0.5, 0.5, 1.5]",-0.7039999999999982,"[-1.0, -0.9929999999999995, -0.9559999999999997, -0.9529999999999996, -0.9119999999999997, -0.8189999999999991, -0.7939999999999963, -0.7939999999999963, -0.7939999999999963, -0.7889999999999985, -0.7889999999999985, -0.7889999999999985, -0.7889999999999985, -0.7829999999999995, -0.7829999999999995, -0.7829999999999995, -0.7829999999999995, -0.7829999999999995, -0.7829999999999995, -0.7829999999999995, -0.7829999999999995, -0.78, -0.78, -0.7749999999999995, -0.7749999999999995, -0.7749999999999995, -0.7749999999999995, -0.7749999999999995, -0.7229999999999983, -0.7229999999999983, -0.7229999999999983, -0.7229999999999983, -0.7229999999999983, -0.7229999999999983, -0.7229999999999983, -0.7039999999999982, -0.7039999999999982, -0.7039999999999982, -0.7039999999999982, -0.7039999999999982]",2.3751664068994125
2311,-1.0,"[5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.5, 1.5, 2.0]",-0.2880000000000001,"[-0.9819999999999931, -0.9769999999999972, -0.46400000000000036, -0.46400000000000036, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3150000000000001, -0.3050000000000001, -0.3050000000000001, -0.3050000000000001, -0.3050000000000001, -0.3050000000000001, -0.3050000000000001, -0.3050000000000001, -0.3050000000000001, -0.2880000000000001, -0.2880000000000001, -0.2880000000000001, -0.2880000000000001, -0.2880000000000001, -0.2880000000000001, -0.2880000000000001]",-0.003334670602879695
5738,-1.0,"[3.0, -0.16666698455810547, -0.16666698455810547, -0.16666698455810547, -0.16666698455810547, -0.16666698455810547, -0.16666698455810547, 0.33333301544189453, -0.16666698455810547, -0.16666698455810547]",-0.48700000000000027,"[-1.0, -0.981999999999999, -0.646999999999994, -0.624999999999997, -0.624999999999997, -0.624999999999997, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.5229999999999996, -0.4950000000000002, -0.4950000000000002, -0.4950000000000002, -0.4950000000000002, -0.4950000000000002, -0.4950000000000002, -0.4950000000000002, -0.49000000000000016, -0.49000000000000016, -0.49000000000000016, -0.49000000000000016, -0.49000000000000016, -0.49000000000000016, -0.49000000000000016, -0.48700000000000027]",1.1016306832790288
