0,1,-0.8222238277763956,False,1,,,
0,2,1,False,108,0,,
2,1,-0.8222238277763956,True,109,,,
0,3,1,False,416,,,
3,2,1,False,417,0,,
3,4,1,True,479,,,
4,2,1,True,480,0,,
0,5,1,True,714,0,,
5,3,1,False,715,,0,
3,2,0.26475023441306256,True,1038,1,,
5,1,-0.04473756644983862,True,1101,,0,
5,6,1,True,1429,,0,
6,3,1,True,1430,,,
0,6,-0.9846829371342019,True,3413,,,
6,4,0.4792015992627898,True,4274,,,
4,1,-0.9406106835701946,True,5718,,,
0,4,0.42981607975439173,True,13754,,,
