4173,3446,1.933333396911621,-0.003703703703703611,"[-1.0, -0.13333333333333333, -0.1052631578947368, -0.09523809523809523, -0.05128205128205125, -0.05128205128205125, -0.05128205128205125, -0.05128205128205125, -0.05128205128205125, -0.05128205128205125, -0.046511627906976716, -0.046511627906976716, -0.043478260869565195, -0.043478260869565195, -0.043478260869565195, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.015432989690721582, -0.004784883720930123, -0.004784883720930123, -0.004784883720930123, -0.004784883720930123, -0.004784883720930123, -0.004784883720930123, -0.004784883720930123, -0.004784883720930123, -0.003703703703703611, -0.003703703703703611, -0.003703703703703611, -0.003703703703703611, -0.003703703703703611, -0.003703703703703611]"
6193,4493,1.0,-0.00215285252960162,"[-0.11764705882352935, -0.016806818181818107, -0.008937125748502922, -0.008937125748502922, -0.0070805687203790635, -0.00472813238770679, -0.00472813238770679, -0.00472813238770679, -0.00472813238770679, -0.00472813238770679, -0.00472813238770679, -0.00472813238770679, -0.00472813238770679, -0.00472813238770679, -0.0037556390977442574, -0.0037556390977442574, -0.0037556390977442574, -0.0037556390977442574, -0.0037556390977442574, -0.0037556390977442574, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.0026075619295957407, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162, -0.00215285252960162]"
4730,4323,2.866666793823242,-0.0019960079840318262,"[-0.10771999999999997, -0.03571084337349393, -0.016319148936170164, -0.0034965034965034176, -0.0034965034965034176, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.002938697318007568, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262, -0.0019960079840318262]"
3628,4845,2.0,-0.002083333333333334,"[-0.047311475409836025, -0.022340909090909057, -0.022340909090909057, -0.011763779527559021, -0.0037383177570093473, -0.0037383177570093473, -0.0037383177570093473, -0.0037383177570093473, -0.0025839793281653757, -0.0025839793281653757, -0.0025839793281653757, -0.0025839793281653757, -0.0025839793281653757, -0.0025839793281653757, -0.0025839793281653757, -0.0023337222870478424, -0.0023337222870478424, -0.0023337222870478424, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334, -0.002083333333333334]"
9932,6470,5.333333492279053,-0.0,"[-0.846, -0.609, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
8206,6741,1.3333330154418945,-0.006172839506172757,"[-1.0, -0.3999999999999999, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.024096385542168596, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757, -0.006172839506172757]"
1117,9033,3.0,-0.0009439953810623223,"[-0.0028279301745635843, -0.0028279301745635843, -0.0024974958263772754, -0.0024974958263772754, -0.0024974958263772754, -0.0010168329177057064, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009878563885955202, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223, -0.0009439953810623223]"
4073,3476,4.0,-0.001028523489932841,"[-0.06225531914893614, -0.0103177083333333, -0.0103177083333333, -0.005303999999999933, -0.004843444227005805, -0.004843444227005805, -0.003990476190476167, -0.002175519630484948, -0.002175519630484948, -0.002175519630484948, -0.002175519630484948, -0.002175519630484948, -0.002175519630484948, -0.002175519630484948, -0.002175519630484948, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.0012266072565244482, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841, -0.001028523489932841]"
2461,5451,2.0,-1.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
5681,5387,0.5,-0.008368200836820085,"[-0.5, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085, -0.008368200836820085]"
