0,1,-2.4096805593773905,False,0,,,
0,2,2.433038592338562,True,38,,,
2,1,-0.6244976418867891,False,39,,,
2,3,-0.10419858992099762,False,134,0,,
3,1,-1.2726885574713533,True,135,,,
2,3,-2.3653420165316223,True,295,1,,
2,4,-0.9539452791213989,False,462,0,,
4,3,2.808983772061765,True,463,0,0,
2,5,1,True,5196,0,,
5,4,-0.9539452791213989,True,5197,0,0,
4,1,0.9825050793401364,True,11331,,0,
0,5,0.16374889212812027,False,12705,1,,
0,6,1,True,19124,0,,
6,5,0.16374889212812027,True,19125,1,,
