0,1,-0.5348323034897631,False,0,,,
0,2,1.097199559211731,False,18,0,,
2,1,-0.29275726255329304,False,19,,0,
2,3,0.9502212405204773,False,150,0,0,
3,1,-0.6959710615530794,False,151,,,
0,2,-1.3059742776806278,True,336,1,,
2,4,-0.055300116539001465,True,773,0,0,
4,3,1.6779628992080688,True,774,0,0,
2,1,-1.8426032180921383,True,811,,1,
2,4,1.4363109954578983,True,923,1,0,
4,1,-0.23582152404154444,True,2902,,1,
3,5,1,True,4430,0,,
5,1,-0.6959710615530794,True,4431,,,
4,5,0.6999243274690552,True,10035,1,0,
0,6,1,True,14919,0,,
6,2,1.097199559211731,False,14920,0,0,
6,7,1,True,18326,0,0,
7,2,1.097199559211731,True,18327,0,,
