0,1,-0.6913715499296968,False,0,,,
0,2,2.170700430870056,False,5,,,
2,1,-0.9500734480872934,True,6,,,
0,3,-1.7498254776000977,False,8,0,,
3,2,0.9191419556736946,True,9,,0,
0,4,1,False,230,0,,
4,3,-1.7498254776000977,True,231,0,0,
0,4,0.805653959666532,False,254,1,,
4,2,0.2568710425590397,True,507,,0,
0,5,1,True,1246,0,,
5,4,1,False,1247,0,0,
5,6,1,True,3433,0,0,
6,4,1,True,3434,0,0,
0,7,1,True,14564,0,,
7,4,0.805653959666532,True,14565,1,,
4,1,-0.9669998757840086,True,15037,,0,
6,3,-0.11322859695775223,True,15393,1,0,
